Source,Contact,Comment,Plot_name,Latitude,Longitude,Elevation,Precision_level,OCS,Crop_var,Crop_status,date start,date end,Field_operation,Depth of plowing or tillage (cm),% of plot area affected,% of targeted area affected + wind sector,"Type of machines used (Tractor+tool, self-propeller (often used for harvesting),,,)","Tool description (Molbordboard plowing, Chisel, Heavy tandem disking, Sub soiler, Rotary hoeing…",Form of fertiliser,"Type of fertiliser (urea, amonium nitrate,...)",unit Kg N or other nutrient/ha,Solid_fertilizer_quantity,Liquid_fertilizer_quantity,N_kg_ha,P_kg_ha,K_kg_ha,Mg_kg_ha,B_kg_ha,Mn_kg_ha,S_kg_ha,Ca_kg_ha,fertilizer Application depth (cm),"Organic_fertilizer_type (solid manure, liquid…)","Organi fertilizer units (préférably t/ha) t/ha, m3/ha",Organic fertilizer amount,Organic fertilizer application depth (cm),% Dry matter in Organic_fertilizer,N content in organic fertilizer (gN/kg DM),C content in organic fertilizer (gC/kg DM),organic fertilizer C/N ratio,amount of organic N applied (kgN/ha),amount of organic C applied (kgC/ha),amount of organic P applied (kgN/ha),amount of organic K applied (kgN/ha),Phyto_product_Commercial Name,Phyto_product_Name active substance 1/name active substance 2…,Amount of diluted phyto product applied (l/ha or Kg/ha),Phyto_product_unit (l/ha or Kg/ha),Irrigation_quantity_mm,Length of machines use (h/ha),Total (final) Dry Mass aboveground before harvest  (T/ha),part of the plant harvested,Dry Mass harvested per type of organ  (T+ha),C content per type of organ exported (gC / Kg DM),N content per type of organ exported (gN/Kg DM),Amount C exported (T/ha),Amount N exported (T/ha),Tuber_A_Dry_Biomass_avg_T/ha,Tuber_A_weight_C_content_avg (gC/Kg DM),Tuber_A_weight_N_content_avg (gN/Kg DM),Dry mass of aboveground residues (T/ha),Grain_ear_Dry_Biomass_avg_T/ha,Grain_ear_weight_C_content_avg (gC/Kg DM),Grain_ear_weight_N_content_avg (gN/Kg DM),Grain_fruit_Dry_Biomass_avg_T/ha,Grain_fruit_weight_C_content_avg (gC/Kg DM),Grain_fruit_weight_N_content_avg (gN/Kg DM),Leaf_Stem_SD_Dry_Biomass_avg (t/ha),Leaf_Stem_SD_weight_C_content_avg (gC/Kg DM),Leaf_Stem_SD_weight_N_content_avg (gN/Kg DM)
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_potato,GNIS_VAR_POMMES_DE_TERRE_AGRIA,STC_principal,2018/6/26,2018/6/26,ITK_insecticide,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teppeki,,0.15,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_potato,GNIS_VAR_POMMES_DE_TERRE_AGRIA,STC_principal,2018/7/7,2018/7/7,ITK_insecticide,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mineral Oil,,10,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_potato,GNIS_VAR_POMMES_DE_TERRE_AGRIA,STC_principal,2018/7/7,2018/7/7,ITK_insecticide,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teppeki,,0.15,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_potato,GNIS_VAR_POMMES_DE_TERRE_AGRIA,STC_principal,2018/7/19,2018/7/19,ITK_fungicidal,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mineral Oil,,10,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_potato,GNIS_VAR_POMMES_DE_TERRE_AGRIA,STC_principal,2018/7/19,2018/7/19,ITK_fungicidal,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prozeb,,2,kg.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",Chemical haulm application,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_potato,GNIS_VAR_POMMES_DE_TERRE_AGRIA,STC_principal,2018/7/21,2018/7/21,ITK_application_of_phytosanitary_products,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reglone,,1.5,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",Chemical haulm application,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_potato,GNIS_VAR_POMMES_DE_TERRE_AGRIA,STC_principal,2018/7/21,2018/7/21,ITK_application_of_phytosanitary_products,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spotlight,,0.8,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",Chemical haulm application,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_potato,GNIS_VAR_POMMES_DE_TERRE_AGRIA,STC_principal,2018/7/26,2018/7/26,ITK_application_of_phytosanitary_products,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reglone,,1.5,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",Chemical haulm application,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_potato,GNIS_VAR_POMMES_DE_TERRE_AGRIA,STC_principal,2018/7/26,2018/7/26,ITK_application_of_phytosanitary_products,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spotlight,,0.8,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",Chemical haulm application,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_potato,GNIS_VAR_POMMES_DE_TERRE_AGRIA,STC_principal,2018/8/3,2018/8/3,ITK_application_of_phytosanitary_products,,100,100,Tractor + crusher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",Chemical haulm application,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_potato,GNIS_VAR_POMMES_DE_TERRE_AGRIA,STC_principal,2018/8/4,2018/8/4,ITK_application_of_phytosanitary_products,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reglone,,1,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",Chemical haulm application,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_potato,GNIS_VAR_POMMES_DE_TERRE_AGRIA,STC_principal,2018/8/4,2018/8/4,ITK_application_of_phytosanitary_products,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spotlight,,0.8,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",Chemical haulm application,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_potato,GNIS_VAR_POMMES_DE_TERRE_AGRIA,STC_principal,2018/8/8,2018/8/8,ITK_application_of_phytosanitary_products,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reglone,,1,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",Chemical haulm application,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_potato,GNIS_VAR_POMMES_DE_TERRE_AGRIA,STC_principal,2018/8/8,2018/8/8,ITK_application_of_phytosanitary_products,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spotlight,,0.8,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_potato,GNIS_VAR_POMMES_DE_TERRE_AGRIA,STC_principal,2018/9/11,2018/9/11,ITK_harvesting,,100,100,Combine harvest + Tractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,tuber,10.28,399.93,14.07,4.11,0.14,10.28,399.93,14.07,1.15,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_interculture_sans_vegetation,,,2018/9/17,2018/9/21,ITK_tillage,,100,100,Tractor + cover crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Smart,STC_principal,2018/10/10,2018/10/10,ITK_tillage+ITK_sowing,,100,100,Tractor + Rotary harrow + Precision drill ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Smart,STC_principal,2018/10/24,2018/10/24,ITK_herbicide,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liberator,,0.6,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Smart,STC_principal,2019/3/25,2019/3/25,ITK_application_of_mineral_fertilizer_products,,100,100,Tractor + sprayer,,Liquid,FERT_solutions_N,kg/ha,,,58.5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Smart,STC_principal,2019/4/17,2019/4/17,ITK_application_of_mineral_fertilizer_products,,100,100,Tractor + sprayer,,Liquid,FERT_solutions_N,kg/ha,,,39,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Smart,STC_principal,2019/4/17,2019/4/17,ITK_growth_substance,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cycocel,,1,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Smart,STC_principal,2019/5/10,2019/5/10,ITK_fungicidal,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cherokee,,2,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Smart,STC_principal,2019/5/20,2019/5/20,ITK_application_of_mineral_fertilizer_products,,100,100,Tractor + sprayer,,Solid,FERT_ammonitrate_27,kg/ha,,,81,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Smart,STC_principal,2019/6/3,2019/6/3,ITK_fungicidal,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evora,,1,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Smart,STC_principal,2019/6/3,2019/6/3,ITK_fungicidal,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tebucur,,0.5,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_wheat,Smart,STC_principal,2019/8/1,2019/8/1,ITK_harvesting,,100,100,Combine harvest + Tractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.33,grain+straw,9.71 + 6.51 ,411.5+422,15.18+4.35,6.74,0.18,,,,4.11,9.71,411.5,15.18,,,,6.51,422,4.35
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_interculture_sans_vegetation,,,2019/8/7,2019/8/7,ITK_liming,,100,100,Tractor + fertiliser spreader,,Solid,FERT_LIMING,kg/ha,,,,,,200,,,,4500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_interculture_sans_vegetation,,,2019/8/7,2019/8/7,ITK_tillage,,100,100,Tractor + cover crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_oat+OCS_fababean,,STC_intermediaire,2019/8/9,2019/8/9,ITK_sowing,,100,100,Tractor + seed sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_oat+OCS_fababean,,STC_intermediaire,2019/12/3,2019/12/3,ITK_vegetation_crushing,,100,100,Tractor + crusher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,,,,,,,,,,3.32,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_interculture_sans_vegetation,,,2019/12/4,2019/12/5,ITK_plowing,30,100,100,Tractor + Plough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_interculture_sans_vegetation,,,2020/3/27,2020/3/27,ITK_application_of_mineral_fertilizer_products,,100,100,Tractor + fertiliser spreader,,Solid,Potassium chloride 40,kg/ha,350,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_interculture_sans_vegetation,,,2020/3/30,2020/3/30,ITK_application_of_mineral_fertilizer_products,,100,100,Tractor + sprayer,,Liquid,FERT_solutions_N,kg/ha,,,156,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2020/4/1,2020/4/1,ITK_tillage+ITK_sowing,,100,100,Tractor + Rotary harrow + Precision drill ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2020/4/16,2020/4/16,ITK_herbicide,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kemifam,,0.8,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2020/4/16,2020/4/16,ITK_herbicide,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kemiron,,0.2,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2020/4/16,2020/4/16,ITK_herbicide,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kezuro,,0.5,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2020/5/3,2020/5/3,ITK_herbicide,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kemifam,,2,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2020/5/3,2020/5/3,ITK_herbicide,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kemiron,,0.25,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2020/5/3,2020/5/3,ITK_herbicide,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kezuro,,1,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2020/5/4,2020/5/4,ITK_insecticide,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Movento,,0.45,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2020/5/16,2020/5/16,ITK_herbicide,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frontier,,0.6,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2020/5/16,2020/5/16,ITK_herbicide,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centium,,0.05,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2020/5/16,2020/5/16,ITK_insecticide,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tepeki,,0.14,kg.ha-1,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2020/5/16,2020/5/16,ITK_application_of_mineral_fertilizer_products,,100,100,Tractor + sprayer,,Liquid,Boron,l/ha,,,,,,,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2020/5/16,2020/5/16,ITK_application_of_mineral_fertilizer_products,,100,100,Tractor + sprayer,,Liquid,Epsotop,l/ha,,,,,,6,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cropland_initiative_worksheet_2021_Final_BE-Lon.xls,"ariane.faures@uliege.be, tanguy.manise@uliege.be, Bernard.Heinesch@uliege.be, Benjamin.Dumont@uliege.be (PI)",,BE-Lon,50°33'06'' N,4°44'46'' E,167,PC_POI_niveau_2,OCS_beet,,STC_principal,2020/8/18,2020/8/18,ITK_fungicidal,,100,100,Tractor + sprayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubric,,0.7,l.ha-1,,,,,,,,,,,,,,,,,,,,,,
